ref,External ID,Name,City,Country,customer,supplier,Email,Fax,Is a Company,Mobile,Phone,Notes,State,Street,Street2,Zip,Account Payable,Account Receivable,Tags,Vendor Payment Terms
SS.057,vendor1647,HENG XING WANG CLOTH STORE (SLP),,,FALSE,TRUE,,,,89100380,,,,HENG XING WANG CLOTH STORE,,,,,,
SS.045,vendor1648,YIQUN TEXTILE (SLP),,,FALSE,TRUE,,,,89262268,,,,YIQUN TEXTILE ,,,,,,
ZS.041,vendor1649,JAKARTA (ZOYA),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
ZS.019,vendor1650,JADI JAYA (ZOYA),,,FALSE,TRUE,,,,224218101,,,,JADI JAYA,,,,,,
FIF0,vendor1651,RAIFA COLL,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
M0021,vendor1652,EL-SHAYPUTRA,,,FALSE,TRUE,,,,,,,,,,,,,,
FUC,vendor1653,FUCITO,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
IB01,vendor1654,IDOLA BUSANA (FAMOS),,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,
OLY,vendor1655,OLYMPIC KIDS (FMS),,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
SS.063,vendor1656,MING HUA TEXTILE (SLP),,,FALSE,TRUE,,,,89262041,,,,MING HUA TEXTILE,,,,,,
SS.070,vendor1657,MODEL CANTIK (SLP),,,FALSE,TRUE,,,,021-70648811,,,,MODEL CANTIK,,,,,,
ZS.004,vendor1658,BOY & GIRL TEXTILLE (ZOYA),,,FALSE,TRUE,,,,2199664884,,,,BOY & GIRL TEXTILLE,,,,,,
FS.030,vendor1659,ALBINA ,,,FALSE,TRUE,,,,,,,,.JAKARTA PUSAT,,,,,,
FS.031,vendor1660,ALDINO FASHION,,,FALSE,TRUE,,,,,,,,JAKARTA PUSAT,,,,,,
FS.033,vendor1661,ALL SEASON,,,FALSE,TRUE,,,,,,,,.JAKARTA PUSAT,,,,,,
FS.035,vendor1662,AMAN JAYA,,,FALSE,TRUE,,,,,,,,.JAKARTA PUSAT,,,,,,
FS.028,vendor1663,AL-MUBAAROK ,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
FS.029,vendor1664,ALAN EMBRO,,,FALSE,TRUE,,,,,,,,JAKARTA PUSAT,,,,,,
FS.021,vendor1665,AHMAD,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
FS.023,vendor1666,AJE ZAS,,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,
FS.024,vendor1667,AL-HIRA,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
FS.025,vendor1668,AL-THAF ,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SS.005,vendor1669,ASHOKA (SLP),,,FALSE,TRUE,,,,(021) 6405233,,,,ASHOKA,,,,,,
AHD,vendor1670,"Ahmad, Bapak (SF)",,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
FS.167,vendor1671,UGE TIGA CV ,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
RANIE,vendor1672,RANIE,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SS.082,vendor1673,DE PAYETTE (SLP),,,FALSE,TRUE,,,,021-6291201,,,,DE' PAYETTE (SLP),,,,,,
ZAC,vendor1674,ZACKY COLLECTION,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
MJ,vendor1675,Mulia Jaya,,,FALSE,TRUE,,,,021-23570346,,,,Blok A B1 Los F No.22 Pasar Tanah Abang ,,,,,,
RAJA ,vendor1676,RAJA MURAH,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
PRO,vendor1677,PRO ACC,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
MIMI,vendor1678,TK MIMI ,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
TWINS,vendor1679,TWINS,,,FALSE,TRUE,,,,,,,,.PASAR PAGI ASEMKA JAK BARAT,,,,,,
GS01,vendor1680,SEA KING (FAMOS),,,FALSE,TRUE,,,,8128858818,,,,TANAH ABANG,,,,,,
CANCER,vendor1681,CANCER SPORT,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
KERJA,vendor1682,TK KERJASAMA,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
FOA,vendor1683,NINA NINO (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
FMJ,vendor1684,MEI JIE (FMS),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,
MAR,vendor1685,TK MARSHA (FMS),,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
VIVA,vendor1686,VIVA:PT. PANTI KOSMETIKA BARU,,,FALSE,TRUE,,,,,,,,.JATINEGARA CAKUNG,,,,,,
MY,vendor1687,MY FIRST,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
MAJU,vendor1688,TK MAJU TERUS,,,FALSE,TRUE,,,,,,,,.JAK PUS,,,,,,
TASYA,vendor1689,TASYA ,,,FALSE,TRUE,,,,,,,,.PASBAR BANDUNG,,,,,,
FRT,vendor1690,RATNA(FAMOS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
HAN,vendor1691,HANSEN,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
FOL,vendor1692,PT. FOLLOW ME INDONESIA,,,FALSE,TRUE,,,,,,,,.TANGGERANG,,,,,,
FS.182,vendor1693,NUSA INDAH,,,FALSE,TRUE,,,,,,,,.TASIK MALAYA,,,,,,
IAH,vendor1694,SHAI,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
DEN,vendor1695,Denni Akmal,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
YPY,vendor1696,Yati Payet,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
FS032,vendor1697,De Most Collection,,,FALSE,TRUE,,,,,,,,Jakarta Pusat,,,,,,
FS.048,vendor1698,BATAVIA ,,,FALSE,TRUE,,,,81389266601,,,,JAKARTA PUSAT,,,,,,
SAM,vendor1699,SAMIRA (FMS),,,FALSE,TRUE,,,,,,,,.JAKARTA,,,,,,
STAR,vendor1700,STAR CLASS,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
FS005,vendor1701,Daffa Coy,,,FALSE,TRUE,,,,,,,,Jakarta Pusat,,,,,,
PIXI,vendor1702,PT. ASIA PARAMITA : PIXI,,,FALSE,TRUE,,,,,,,,.PASIR KOJA 104 BANDUNG,,,,,,
TIM,vendor1703,TIMMY KIDS,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
MELINDA,vendor1704,MELINDA,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
FS031,vendor1705,Bunga Collection,,,FALSE,TRUE,,,,021-6917759,,,,Jl. Pintu Besar Selatan 1 No.37 Jakarta Barat,,,,,,
ELVA,vendor1706,ELVA (FMS),,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
FS036,vendor1707,DNaila Collection,,,FALSE,TRUE,,,,,,,,.Jakarta Pusat,,,,,,
SY,vendor1708,SYAFA (FMS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
YULF,vendor1709,TOKO YULFI,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
GA,vendor1710,GAUL FASHION,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
NO,vendor1711,NOFHA COLLECTION,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAKPUS,,,,,,
GUS,vendor1712,GUSMARNI,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
WW,vendor1713,WWW SHOP,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
IEV,vendor1714,IEVEY METRO ,,,FALSE,TRUE,,,,,,,,.METRO TANAH ABANG,,,,,,
KHAZA,vendor1715,CV. KHAZANAH INTELEKTUAL,,,FALSE,TRUE,,,,,,,,.JL. BIDURI NO 9 BUAH BATU BDG,,,,,,
FS.050,vendor1716,BATIK BAYU,,,FALSE,TRUE,,,,,,,,.JAKARTA PUSAT,,,,,,
SARAS,vendor1717,SARASWATI COLLECTION,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
ETH,vendor1718,ETHNIC DESIGN,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
BRENDA,vendor1719,BRENDA (FMS),,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
1000047,vendor1720,JAYA ABADI,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
KEB,vendor1721,KEBUMEN BATIK,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
PAR,vendor1722,PARISA,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
SEG,vendor1723,SEGITIGA,,,FALSE,TRUE,,,,,,,,.ASEMKA JAKARTA,,,,,,
PUTRI,vendor1724,TOKO PUTRI,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
BER,vendor1725,BERKAH I,,,FALSE,TRUE,,,,,,,,.JL. AWI LIGAR NO 46 BANDUNG,,,,,,
PELANGI,vendor1726,PELANGI TOYS,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
OX,vendor1727,OX STYLE,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
LIV,vendor1728,TK LIVINA,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
EL-,vendor1729,TOKO EL - SYAHPUTRA,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
YNT,vendor1730,Yenti,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
DAM,vendor1731,DAMAI METRO,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
PAD,vendor1732,PADUSI,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
PLA,vendor1733,TOKO PLANET FASHION,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
LA TU,vendor1734,LA TULIPE PEKAN BARU,,,FALSE,TRUE,,,,,,,,.KOMP. SUDIRMAN CITY SQUARE JL. JEND SUDIRMAN BLOK C9-10 ,,,,,,
RIDH,vendor1735,TOKO RIDHO,,,FALSE,TRUE,,,,,,,,.ASEMKA JAK PUS,,,,,,
DOD,vendor1736,TOKO DODO,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
BEN,vendor1737,BENS COLLECTION,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
RN02,vendor1738,RINAY (FAMOS),,,FALSE,TRUE,,,,,,,,.TANAH ABANG,,,,,,
MAKMUR,vendor1739,MAKMUR HIDUP,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
HAR,vendor1740,HARMARI,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
HAFIZA,vendor1741,HAFIZA (FAMOS),,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
PD BARU,vendor1742,PD BARU,,,FALSE,TRUE,,,,,,,,TANAH ABANG JAKPUS,,,,,,
SHOFI ,vendor1743,SHOFI AGENCY ,,,FALSE,TRUE,,,,,,,,.BEKASI,,,,,,
FR01fr,vendor1744,FERDIYANS (FAMOS),,,FALSE,TRUE,,,,,,,,.KOTA BAMBU ,,,,,,
CR01,vendor1745,CERIA (FAMOS),,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,
FAV,vendor1746,FAVORITE,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
KAI,vendor1747,KAIRO,,,FALSE,TRUE,,,,,,,,.JAK PUS,,,,,,
BHINEKA,vendor1748,BHINEKA KARYA ART ,,,FALSE,TRUE,,,,,,,,.JAKARTA SELATAN,,,,,,
BU,vendor1749,BUNDA  ANANDA FAMOS,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
SAHABAT,vendor1750,PD SAHABAT,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
140808,vendor1751,IYAM,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
DIA,vendor1752,GUDANG DIANI,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
JYT,vendor1753,JAYANTI Collection,,,FALSE,TRUE,,,,+0285-7937360,,,,JAYANTI Collection,,,,,,
KU,vendor1754,KUBANG,,,FALSE,TRUE,,,,,,,,.JAKARTA,,,,,,
FR,vendor1755,FRAN PARFUME,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
SURYA,vendor1756,SURYA MAS BATIK,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
IS,vendor1757,ISTANA MODE,,,FALSE,TRUE,,,,,,,,.JAKARTA BARAT,,,,,,
XTEEN,vendor1758,X-TEEN (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
HANS,vendor1759,HANS ,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
E,vendor1760,E-26,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
RED B,vendor1761,RED BACK,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
DLM (FMS),vendor1762,DELIMA (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
NAGA,vendor1763,NAGA SAKTI,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
JEL,vendor1764,JELITA FASHION,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
FSN,vendor1765,SELLYN Coll (FAMOS),,,FALSE,TRUE,,,,,,,,Jak Pus,,,,,,
OLAY,vendor1766,P & G OLAY,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,Net 14 Days
NIS,vendor1767,NISA SAFFA,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,Net 14 Days
LAY,vendor1768,LAYAR (FMS),,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,Net 7 Days
TAW,vendor1769,TK TAWAQAL TU,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,After Delivery
NISA SYIFA,vendor1770,NISA SYIFA,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
la tul,vendor1771,La Tulipe,,,FALSE,TRUE,,,,,,,,.Bandung,,,,,,
WW01,vendor1772,WEL WEL COLL (FAMOS),,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,
HM01,vendor1773,HELMA (FAMOS),,,FALSE,TRUE,,,,,,,,TASIK MALAYA,,,,,,
ETE,vendor1774,Eterna Textile (BB),,,FALSE,TRUE,,,,,,,,BANDUNG Kings Shopping Center TB-24,,,,,,After Delivery
FBK,vendor1775,BERKAH (FAMOS),,,FALSE,TRUE,,,,,,,,Jak Pus,,,,,,
FS.047,vendor1776,BALILLAH,,,FALSE,TRUE,,,,,,,,.JAKARTA PUSAT,,,,,,
FA,vendor1777,FAMELA FASHION,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
MO,vendor1778,MOCCA,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,After Delivery
PR,vendor1779,PD RAUDHOH,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
SAS JAYA,vendor1780,SAS JAYA (FMS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
MG01,vendor1781,MAGOYA (famos),,,FALSE,TRUE,,,,021-23571772,,,,TANAH ABANG,,,,,,Net 30 Days
FRU,vendor1782,RANTI BUSANA (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,Net 30 Days
SLG,vendor1783,TOKO BATIK SULING,,,FALSE,TRUE,,,,,,,,JAKARTA PUSAT,,,,,,After Delivery
AJENG,vendor1784,TOKO AJENG COLLECTION,,,FALSE,TRUE,,,,,,,,.JAKARTA PUSAT,,,,,,After Delivery
aj,vendor1785,al-jazira,,,FALSE,TRUE,,,,,,,,jakarta,,,,,,
MON,vendor1786,MONALISA (FMS),,,FALSE,TRUE,,,,,,,,-,,,,,,
FBU,vendor1787,ABU KLEEWA,,,FALSE,TRUE,,,,,,,,-,,,,,,
SHI,vendor1788,SHIRLY (FMS),,,FALSE,TRUE,,,,,,,,Jak PUs,,,,,,
CINDA,vendor1789,CINDA BOUTIQUE,,,FALSE,TRUE,,,,,,,,JAKPUS,,,,,,After Delivery
BETH,vendor1790,BETH LINK,,,FALSE,TRUE,,,,,,,,JAKPUS,,,,,,
RIFKI,vendor1791,RIFKI BUSANA,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
FSHH,vendor1792,SHAHIRA (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,After Delivery
she,vendor1793,shelsha,,,FALSE,TRUE,,,,,,,,jakarta,,,,,,
HAU,vendor1794,HAURA (FMS),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,
EIK,vendor1795,EIKOO (FMS),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,
CANVAS,vendor1796,CANVAS (FAMOS),,,FALSE,TRUE,,,,021-93722407,,,,CANVAS Bandung,,,,,,
FMM0,vendor1797,RIMA A BA TA (FMS),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
HRP,vendor1798,HARAPAN III,,,FALSE,TRUE,,,,,,,,JAKPUS,,,,,,
BUA,vendor1799,BUANA JAYA,,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,Immediate
SEM,vendor1800,SEMON COLLECTION,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,Net 7 Days
SON,vendor1801,SONNI (FMS),,,FALSE,TRUE,,,,,,,,Jak Pus,,,,,,Net 75 Days
MY MODA,vendor1802,MY MODA,,,FALSE,TRUE,,,,,,,,JAKPUS,,,,,,After Delivery
KIM KIM (FAMOS),vendor1803,KIM KIM (FAMOS)S,,,FALSE,TRUE,,,,,,,,JAK PUS,,,,,,
ZNL,vendor1804,ZAENAL (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
TJ01,vendor1805,TAJIMA (FAMOS),,,FALSE,TRUE,,,,2130036508,,,,TANAH ABANG,,,,,,
YS01,vendor1806,YESSY (FAMOS),,,FALSE,TRUE,,,,021-5331762,,,,TANAH ABANG,,,,,,
KINYO,vendor1807,KINYO Accesoris (FAMOS),,,FALSE,TRUE,,,,,,,,KINYO Accesoris Jakarta,,,,,,After Delivery
BENVI ,vendor1808,BENVI FASHION (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,After Delivery
KYNIA,vendor1809,KYNIA (FAMOS),,,FALSE,TRUE,,,,021-3160370,,,,KYNIA  Pasar Tanah Abang Blok F,,,,,,
MJAYA,vendor1810,M JAYA (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,After Delivery
FBZ,vendor1811,ZAINAB COLL (FAMOS),,,FALSE,TRUE,,,,,,,,Jakarta Pusat,,,,,,Net 7 Days
AN01,vendor1812,ND (FAMOS),,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,Net 7 Days
VIM,vendor1813,VISA INSAN MADANI (FAMOS),,,FALSE,TRUE,,,,,,,,VISA INSAN MADANI (FMS),,,,,,Net 90 Days
PCP,vendor1814,Pacific Label Indonesia,,,FALSE,TRUE,,,,021-8973958,,,,BEKASI,,,,,,After Delivery
UD Putri Sari - FMS,vendor1815,UD Putri Sari - FMS,,,FALSE,TRUE,,,,,,,,Jakarta Tanah Abang,,,,,,Net 14 Days
IM01,vendor1816,IMAS (FAMOS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
KEITO,vendor1817,KEITO BUSANA (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
FVN,vendor1818,VANISSA Busana (FAMOS),,,FALSE,TRUE,,,,,,,,Jak Pus,,,,,,Net 15 Days
FSH,vendor1819,SHINTA Jewellery,,,FALSE,TRUE,,,,,,,,Jakarta utara,,,,,,After Delivery
FCF,vendor1820,CUCU FAUZA (FAMOS),,,FALSE,TRUE,,,,,,,,Tanah Abang,,,,,,
FYF,vendor1821,MY FENO (FAMOS),,,FALSE,TRUE,,,,,,,,MANGGA 2.,,,,,,
PD ARYA,vendor1822,PD ARYA M (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
Safa Marwah - FMS,vendor1823,Safa Marwah - FMS,,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,
SUMBER ,vendor1824,SUMBER REZEKI,,,FALSE,TRUE,,,,,,,,.PASBAR BANDUNG,,,,,,After Delivery
FSX,vendor1825,SINTEX,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
DARBOST,vendor1826,DARBOST (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,After Delivery
FKY01,vendor1827,Kyoda (FAMOS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
JXT,vendor1828,Jin Xi Textille,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
PS01,vendor1829,PINSHA (FAMOS),,,FALSE,TRUE,,,,87877446796,,,,TANAH ABANG,,,,,,
FBW0,vendor1830,Brownies (FMS),,,FALSE,TRUE,,,,,,,,bandung,,,,,,Net 7 Days
VT01,vendor1831,VERTU (FAMOS),,,FALSE,TRUE,,,,2156962877,,,,TANAH ABANG,,,,,,
CL01,vendor1832,MIRACLE (FAMOS),,,FALSE,TRUE,,,,021-30036067,,,,TANAH ABANG,,,,,,
IS01,vendor1833,ISABEL (FAMOS),,,FALSE,TRUE,,,,8129381218,,,,TANAH ABANG,,,,,,
PL01,vendor1834,R-PLUS (FAMOS),,,FALSE,TRUE,,,,81381112492,,,,JACC,,,,,,After Delivery
RL01,vendor1835,CAROLIN (FAMOS),,,FALSE,TRUE,,,,81318385656,,,,TANAH ABANG,,,,,,After Delivery
FLU,vendor1836,LUVA (FMS),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,After Delivery
FNC,vendor1837,NL Collection,,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,After Delivery
FZM,vendor1838,MEZZO (FMS),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,
FBM,vendor1839,Mambo,,,FALSE,TRUE,,,,,,,,jakarta,,,,,,After Delivery
Trend ABG,vendor1840,Trend ABG,,,FALSE,TRUE,,,,,,,,Jakarta Tanah Abang,,,,,,
KI01,vendor1841,Ka-Iyo (FAMOS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
FS026,vendor1842,Arya Mulia,,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,After Delivery
Bella Bestra,vendor1843,Bella Bestra (FMS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 7 Days
IV01,vendor1844,Ivan (FAMOS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 7 Days
UCI,vendor1845,United Colour Indonesia,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 7 Days
FBL,vendor1846,Bella Bestra (FMS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
SMD01,vendor1847,SANDANG MODERN (FAMOS),,,FALSE,TRUE,,,,,,,,"BANDUNG JL SUKAJADI 76, BANDUNG",,,,,,
R Plus - FMS,vendor1848,R Plus - FMS,,,FALSE,TRUE,,,,,,,,Jakarta JACC,,,,,,
ECM,vendor1849,Shai E Commerce,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Immediate
RSY,vendor1850,Ressy - Famos,,,FALSE,TRUE,,,,,,,,TASIKMALAYA,,,,,,Immediate
IRA,vendor1851,Humaira Tas & Dompet (KS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
FS.015,vendor1852,139 FASHION,,,FALSE,TRUE,,,,,,,,139 FASHION,,,,,,Net 30 Days
IMS,vendor1853,Imas Collection (PL),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
SS.148,vendor1854,TOKO 1001 (SLP),,,FALSE,TRUE,,,,022-4206411,,,,BANDUNG,,,,,,
VVC,vendor1855,Vivi Coll,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
KAV,vendor1856,Kavitex (BB),,,FALSE,TRUE,,,,,,,,BANDUNG Jl. Kepatihan No. 11-17,,,,,,Net 14 Days
LDC,vendor1857,Li Da Cheng Textille - China,,,FALSE,TRUE,,,,,,,,CHINA,,,,,,
SS.079,vendor1858,DUNIA GARMENT ACC (SLP),,,FALSE,TRUE,,,,022-4212555,,,,DUNIA GARMENT ACC (SLP),,,,,,
ZS.046,vendor1859,CHARMING ACCESSORIES (ZOYA),,,FALSE,TRUE,,,,021-3900447,,,,CHARMING ACCESSORIES (ZOYA),,,,,,Net 30 Days
FS.104,vendor1860,PT. HABBATUSAUDA INTERNASIONAL,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SS.150,vendor1861,AMANAH MUSLIM (SLP),,,FALSE,TRUE,,,,(022)4245939,,,,BANDUNG,,,,,,Net 14 Days
ZS.045,vendor1862,ET EBEN HAEZER  (ZOYA),,,FALSE,TRUE,,,,022-25423909,,,,ET EBEN HAEZER  (ZOYA),,,,,,
ZS.051,vendor1863,TRITOTEX (ZOYA),,,FALSE,TRUE,,,,022-70834355,,,,TRITOTEX (ZOYA),,,,,,After Delivery
SS.081,vendor1864,TOKO 1001 A (SLP),,,FALSE,TRUE,,,,022-4234447,,,,TOKO 1001 A (SLP),,,,,,
SS.188,vendor1865,CHEN GUANG (SLP),,,FALSE,TRUE,,,,020-81714005,,,,CHINA,,,,,,After Delivery
SS.189,vendor1866,JIN MEI SHELL FACTORY (SLP),,,FALSE,TRUE,,,,0752-8242723,,,,CHINA,,,,,,Net 14 Days
SS.340,vendor1867,PD FAJAR INDAH (EC),,,FALSE,TRUE,,,,(021) 6016177 / 6129091 / 6010968,,,,JAKARTA,,,,,,After Delivery
ZS.068,vendor1868,DANI (ZOYA),,,FALSE,TRUE,,,,022-92122255,,,,DANI (ZOYA),,,,,,Net 14 Days
SS.174,vendor1869,FUZHE TEXTILE (SLP),,,FALSE,TRUE,,,,020-89261551,,,,CHINA,,,,,,Immediate
SS.170,vendor1870,HONG YUN TEXTILE (SLP),,,FALSE,TRUE,,,,020-89108617,,,,CHINA,,,,,,After Delivery
SS.341,vendor1871,PEMUDA TEXTILE (EC),,,FALSE,TRUE,,,,(022) 4200388,,,,PEMUDA TEXTILE,,,,,,Net 60 Days
ZS.217,vendor1872,KALOG (Jasa Ekspedisi),,,FALSE,TRUE,,,,021 - 31922299,,,,JAKARTA,,,,,,Net 60 Days
SS.362,vendor1873,CV RATU ADIL (EC),,,FALSE,TRUE,,,,022-7300516,,,,E.SAFITRI,,,,,,After Delivery
ZV.215,vendor1874,GOUW HARI WINATA (DENIM),,,FALSE,TRUE,,,,022-93010000,,,,GOUW HARI WINATA,,,,,,After Delivery
SS.377,vendor1875,ME-DIAN Exclusive Textile (EC),,,FALSE,TRUE,,,,(022) 4260079,,,,MEDIAN,,,,,,Net 30 Days
SV.193,vendor1876,RITA (STANDARD),,,FALSE,TRUE,,,,,,,,RITA (STANDARD),,,,,,
